loss,accuracy,val_loss,val_accuracy,lr
0.8871286511421204,0.5891805291175842,0.576492965221405,0.9008620977401733,1e-04
0.5706280469894409,0.8136047124862671,0.37474697828292847,0.9655172228813171,1e-04
0.4023451507091522,0.9035886526107788,0.26950281858444214,0.9956896305084229,1e-04
0.2949450612068176,0.9523299336433411,0.20901364088058472,0.9956896305084229,1e-04
0.2420244961977005,0.9630423188209534,0.1706482321023941,0.9956896305084229,1e-04
0.2001282423734665,0.9710766077041626,0.14374464750289917,0.9956896305084229,1e-04
0.17716020345687866,0.9694697260856628,0.12369804084300995,0.9956896305084229,1e-04
0.15152522921562195,0.9764328002929688,0.10884435474872589,0.9956896305084229,1e-04
0.13545025885105133,0.9801821112632751,0.097971111536026,0.9956896305084229,1e-04
0.1185007393360138,0.9828602075576782,0.08918172866106033,0.9956896305084229,1e-04
0.11377641558647156,0.9828602075576782,0.08124726265668869,0.9956896305084229,1e-04
0.10587336868047714,0.9839314222335815,0.07442965358495712,0.9956896305084229,1e-04
0.09659238159656525,0.9850026965141296,0.07037299126386642,0.9956896305084229,1e-04
0.0908510833978653,0.984467089176178,0.06604872643947601,0.9956896305084229,1e-04
0.08733033388853073,0.984467089176178,0.061485208570957184,0.9956896305084229,1e-04
0.08224426954984665,0.9850026965141296,0.058402929455041885,0.9956896305084229,1e-04
0.07441765815019608,0.9866095185279846,0.05480344593524933,0.9956896305084229,1e-04
0.07352016121149063,0.9833958148956299,0.0522477887570858,0.9956896305084229,1e-04
0.07108192145824432,0.9866095185279846,0.05000860616564751,0.9956896305084229,1e-04
0.07098090648651123,0.984467089176178,0.04700034484267235,0.9956896305084229,1e-04
