loss,accuracy,val_loss,val_accuracy,lr
3.526362895965576,0.8966255784034729,3.042248010635376,0.9913793206214905,1e-04
2.9253082275390625,0.9758971333503723,2.666030168533325,0.9870689511299133,1e-04
2.563950777053833,0.9758971333503723,2.3584494590759277,0.982758641242981,1e-04
2.2823097705841064,0.9700053334236145,2.03897762298584,0.9913793206214905,1e-04
1.9289849996566772,0.9882164001464844,1.7712918519973755,0.9913793206214905,1e-04
1.681087851524353,0.9876807928085327,1.5582497119903564,0.9913793206214905,1e-04
1.4795314073562622,0.9871451258659363,1.3581608533859253,0.9913793206214905,1e-04
1.3009027242660522,0.9866095185279846,1.1867587566375732,0.9913793206214905,1e-04
1.1306445598602295,0.9903588891029358,1.0523250102996826,0.9913793206214905,1e-04
0.994134783744812,0.9914301037788391,0.917904257774353,0.9870689511299133,1e-04
0.8772194385528564,0.9935725927352905,0.8026503920555115,0.9956896305084229,1e-04
0.7919060587882996,0.9892876148223877,0.7444821000099182,0.9870689511299133,1e-04
0.7025731205940247,0.986073911190033,0.6309717297554016,1.0,1e-04
0.6389586925506592,0.9892876148223877,0.5667434930801392,0.9956896305084229,1e-04
0.5571403503417969,0.9935725927352905,0.5108799934387207,0.9956896305084229,1e-04
0.511520266532898,0.9919657111167908,0.4606090784072876,1.0,1e-04
0.4557667374610901,0.9951794147491455,0.4135333299636841,1.0,1e-04
0.41818922758102417,0.9930369853973389,0.37842363119125366,1.0,1e-04
0.39024659991264343,0.9908944964408875,0.3722960650920868,0.9913793206214905,1e-04
0.354727566242218,0.9935725927352905,0.32612964510917664,0.9956896305084229,1e-04
