loss,accuracy,val_loss,val_accuracy
1.118914008140564,0.44456347823143005,0.6156503558158875,0.8620689511299133
0.6813612580299377,0.7220139503479004,0.37824609875679016,0.9525862336158752
0.46340087056159973,0.8478842973709106,0.2599547207355499,0.9784482717514038
0.35392457246780396,0.8918050527572632,0.1921122670173645,0.9784482717514038
0.2673300504684448,0.9314408302307129,0.15316659212112427,0.9784482717514038
0.2275993674993515,0.9453669190406799,0.12747251987457275,0.9784482717514038
0.19087672233581543,0.9539368152618408,0.10922116786241531,0.9784482717514038
0.16636036336421967,0.9587573409080505,0.09681574255228043,0.9784482717514038
0.14159570634365082,0.9694697260856628,0.08643737435340881,0.9784482717514038
0.12727169692516327,0.9673272371292114,0.07929963618516922,0.982758641242981
0.11993596702814102,0.9705410003662109,0.07254025340080261,0.982758641242981
0.11297127604484558,0.9726834297180176,0.0673813745379448,0.982758641242981
0.10396202653646469,0.9764328002929688,0.06298056244850159,0.982758641242981
0.0962500348687172,0.9764328002929688,0.05852456018328667,0.9870689511299133
0.08415907621383667,0.9823246002197266,0.05547058954834938,0.9870689511299133
0.09472139179706573,0.9758971333503723,0.05253513529896736,0.9913793206214905
0.07936270534992218,0.9807177186012268,0.049700990319252014,0.9870689511299133
0.0778941810131073,0.9801821112632751,0.04730673506855965,0.9870689511299133
0.07411960512399673,0.9791108965873718,0.04512198641896248,0.9870689511299133
0.07108068466186523,0.9828602075576782,0.043234311044216156,0.9913793206214905
