loss,accuracy,val_loss,val_accuracy,lr
5.736158847808838,0.4284949004650116,2.939175844192505,0.32758620381355286,0.001
1.6499404907226562,0.5382967591285706,0.9717058539390564,0.8405172228813171,0.001
0.7149448394775391,0.9025173783302307,0.48982399702072144,0.9482758641242981,0.001
0.470191091299057,0.9555436372756958,0.41117772459983826,0.9698275923728943,0.001
0.3709554672241211,0.9667916297912598,0.2623319923877716,0.9870689511299133,0.001
0.29617244005203247,0.9716122150421143,0.27255186438560486,0.9784482717514038,0.001
0.2705266773700714,0.9726834297180176,0.20450469851493835,0.982758641242981,0.001
0.2500613331794739,0.9716122150421143,0.1846851110458374,0.982758641242981,0.001
0.21082063019275665,0.9780396223068237,0.1642223596572876,0.9784482717514038,0.001
0.2067122906446457,0.9764328002929688,0.14566820859909058,0.982758641242981,0.001
0.1896360218524933,0.9737547039985657,0.13499391078948975,0.982758641242981,0.001
0.17401623725891113,0.9775040149688721,0.13417963683605194,0.982758641242981,0.001
0.1722223162651062,0.9812533259391785,0.12466058135032654,0.982758641242981,0.001
0.16577158868312836,0.9769684076309204,0.12829816341400146,0.9870689511299133,0.001
0.18694926798343658,0.9689341187477112,0.1311372071504593,0.982758641242981,0.001
0.1506590098142624,0.9801821112632751,0.10520149767398834,0.9870689511299133,0.001
0.15656965970993042,0.9742903113365173,0.11069899052381516,0.9870689511299133,0.001
0.14513428509235382,0.9801821112632751,0.10331596434116364,0.9870689511299133,0.001
0.13531166315078735,0.9796465039253235,0.11847975105047226,0.9784482717514038,0.001
0.13348805904388428,0.9823246002197266,0.10106361657381058,0.9870689511299133,0.001
