loss,accuracy,val_loss,val_accuracy
1.168777585029602,0.3958221673965454,0.7823761105537415,0.75
0.7322140336036682,0.6979110836982727,0.48178595304489136,0.9741379022598267
0.5057507753372192,0.8500267863273621,0.33167076110839844,0.9913793206214905
0.37997889518737793,0.9094804525375366,0.24807949364185333,0.9913793206214905
0.2954587936401367,0.949651837348938,0.19517232477664948,0.9913793206214905
0.24163752794265747,0.9555436372756958,0.16072978079319,0.9913793206214905
0.2033521682024002,0.9651848077774048,0.1363198459148407,0.9913793206214905
0.17816998064517975,0.9689341187477112,0.11819212138652802,0.9913793206214905
0.16275188326835632,0.9742903113365173,0.10509414970874786,0.9913793206214905
0.1457759290933609,0.9769684076309204,0.09456872940063477,0.9913793206214905
0.13355962932109833,0.9758971333503723,0.08611319959163666,0.9913793206214905
0.11233270913362503,0.9839314222335815,0.0800812840461731,0.9870689511299133
0.11044211685657501,0.9807177186012268,0.07368146628141403,0.9913793206214905
0.10613496601581573,0.9817889928817749,0.06872883439064026,0.9913793206214905
0.09440833330154419,0.9833958148956299,0.06420478224754333,0.9913793206214905
0.09455355256795883,0.9812533259391785,0.061052292585372925,0.9956896305084229
0.08328435570001602,0.9839314222335815,0.057511553168296814,0.9956896305084229
0.07662279158830643,0.9855383038520813,0.05469960719347,0.9956896305084229
0.08033573627471924,0.9817889928817749,0.052335742861032486,0.9956896305084229
0.07458345592021942,0.9850026965141296,0.05002456158399582,0.9956896305084229
