loss,accuracy,val_loss,val_accuracy,lr
0.9009737968444824,0.5752544403076172,0.4760618507862091,0.8232758641242981,1e-04
0.5087166428565979,0.8023567199707031,0.25999993085861206,0.9612069129943848,1e-04
0.3387083113193512,0.8907337784767151,0.17335298657417297,0.9784482717514038,1e-04
0.24917574226856232,0.9346545338630676,0.12467113137245178,0.9784482717514038,1e-04
0.1924753487110138,0.9459025263786316,0.0972912386059761,0.9741379022598267,1e-04
0.16711392998695374,0.9571505188941956,0.08272435516119003,0.9784482717514038,1e-04
0.1371217519044876,0.973219096660614,0.06927376240491867,0.9784482717514038,1e-04
0.13329213857650757,0.9673272371292114,0.06186557933688164,0.9784482717514038,1e-04
0.10869599133729935,0.9737547039985657,0.05596501752734184,0.9784482717514038,1e-04
0.09915975481271744,0.9721478223800659,0.05155014246702194,0.982758641242981,1e-04
0.08905164152383804,0.9775040149688721,0.050295110791921616,0.9784482717514038,1e-04
0.08872697502374649,0.9764328002929688,0.04546615853905678,0.982758641242981,1e-04
0.08890964835882187,0.974825918674469,0.04239017888903618,0.9870689511299133,1e-04
0.07467850297689438,0.9801821112632751,0.04048917442560196,0.9870689511299133,1e-04
0.07349101454019547,0.9812533259391785,0.03900687023997307,0.9870689511299133,1e-04
0.06897265464067459,0.9823246002197266,0.03824252635240555,0.982758641242981,1e-04
0.0651983693242073,0.9833958148956299,0.03590966388583183,0.9870689511299133,1e-04
0.05940866842865944,0.9871451258659363,0.03493650257587433,0.982758641242981,1e-04
0.06060171127319336,0.986073911190033,0.03316272422671318,0.9870689511299133,1e-04
0.059459295123815536,0.9823246002197266,0.032384153455495834,0.9870689511299133,1e-04
