loss,accuracy,val_loss,val_accuracy
1.0696604251861572,0.41189074516296387,1.0587644577026367,0.4655172526836395
1.0593047142028809,0.41831815242767334,1.0453579425811768,0.5043103694915771
1.0458468198776245,0.4708087742328644,1.031927227973938,0.5258620977401733
1.0345396995544434,0.532404899597168,1.0188120603561401,0.5431034564971924
1.0231250524520874,0.5543652772903442,1.0069336891174316,0.568965494632721
1.011863112449646,0.5763256549835205,0.9954095482826233,0.6034482717514038
1.0058273077011108,0.5859667658805847,0.9842503666877747,0.6163793206214905
0.9960519075393677,0.6089984178543091,0.973593533039093,0.6293103694915771
0.9826098084449768,0.6207820177078247,0.9631470441818237,0.6681034564971924
0.9744839072227478,0.6293519139289856,0.9527893662452698,0.693965494632721
0.9683858156204224,0.6384574174880981,0.9430803656578064,0.7198275923728943
0.9539768695831299,0.6502410173416138,0.9336159825325012,0.732758641242981
0.9451281428337097,0.6604177951812744,0.9244325160980225,0.7370689511299133
0.9420983791351318,0.6786288022994995,0.9156641960144043,0.7543103694915771
0.9299737215042114,0.6775575876235962,0.9072418212890625,0.7715517282485962
0.923883318901062,0.6791644096374512,0.8991057276725769,0.7801724076271057
0.91713947057724,0.6914836764335632,0.8907999396324158,0.7801724076271057
0.9062013030052185,0.6925548911094666,0.8828136324882507,0.7801724076271057
0.9012354612350464,0.6909480690956116,0.8751334547996521,0.7801724076271057
0.8996482491493225,0.7059453725814819,0.8676836490631104,0.7844827771186829
